Q	#up	#dn	#all
F_1981	16	16	16
F_1982	16	16	16
F_1983	16	16	16
F_1984	8	8	8
F_1985	8	8	8
F_1986	16	16	16
F_1987	16	16	16
F_1988	4	4	4
F_1989	8	8	8
F_1990	16	16	16
F_1991	16	16	16
F_1992	8	8	8
F_1993	8	8	8
F_1994	16	16	16
F_1995	8	8	8
F_1996	16	16	16
F_1997	4	4	4
F_1998	8	8	8
F_1999	8	8	8
F_2000	4	4	4
F_2001	8	8	8
F_2002	8	8	8
F_2003	8	8	8
F_2004	8	8	8
F_2005	8	8	8
F_2006	4	4	4
F_2007	8	8	8
F_2008	8	8	8
F_2009	8	8	8
F_2010	4	4	4
F_2011	16	16	16
F_2012	8	8	8
F_2013	16	16	16
F_2014	16	16	16
F_2015	8	8	8
F_2016	8	8	8
F_2017	16	16	16
F_2018	16	16	16
F_2019	8	8	8
F_2020	8	8	8
F_2021	16	16	16
F_2022	8	8	8
F_2023	16	16	16
F_2024	16	16	16
F_2025	8	8	8
F_2026	16	16	16
F_2027	8	8	8
F_2028	16	16	16
F_2029	8	8	8
F_2030	16	16	16
F_2031	8	8	8
F_2032	16	16	16
F_2033	16	16	16
F_2034	8	8	8
F_2035	16	16	16
F_2036	8	8	8
F_2037	16	16	16
F_2038	16	16	16
F_2039	8	8	8
F_2040	16	16	16
F_2041	8	8	8
F_2042	16	16	16
F_2043	16	16	16
F_2044	8	8	8
F_2045	8	8	8
F_2046	16	16	16
F_2047	16	16	16
F_2048	8	8	8
F_2049	16	16	16
F_2050	8	8	8
F_2051	16	16	16
F_2052	16	16	16
F_2053	8	8	8
F_2054	16	16	16
F_2055	8	8	8
F_2056	16	16	16
F_2057	16	16	16
F_2058	8	8	8
F_2059	8	8	8
F_2060	8	8	8
F_2061	16	16	16
F_2062	8	8	8
F_2063	16	16	16
F_2064	16	16	16
F_2065	8	8	8
F_2066	16	16	16
F_2067	8	8	8
F_2068	16	16	16
F_2069	8	8	8
F_2070	16	16	16
F_2071	8	8	8
F_2072	16	16	16
F_2073	8	8	8
F_2074	8	8	8
F_2075	16	16	16
F_2076	16	16	16
F_2077	8	8	8
F_2078	16	16	16
F_2079	16	16	16
F_2080	8	8	8
F_2081	16	16	16
F_2082	16	16	16
F_2083	16	16	16
F_2084	16	16	16
F_2085	16	16	16
F_2086	16	16	16
F_2087	16	16	16
F_2088	16	16	16
F_2089	16	16	16
F_2090	16	16	16
F_2091	16	16	16
F_2092	16	16	16
F_2093	16	16	16
F_2094	8	8	8
F_2095	8	8	8
F_2096	8	8	8
F_2097	16	16	16
F_2098	16	16	16
F_2099	16	16	16
F_2100	16	16	16
F_2101	16	16	16
F_2102	16	16	16
F_2103	16	16	16
F_2104	16	16	16
F_2105	16	16	16
F_2106	16	16	16
F_2107	8	8	8
F_2108	8	8	8
F_2109	16	16	16
F_2110	16	16	16
F_2111	16	16	16
F_2112	16	16	16
F_2113	16	16	16
F_2114	16	16	16
F_2115	16	16	16
F_2116	16	16	16
F_2117	16	16	16
F_2118	8	8	8
F_2119	8	8	8
F_2120	8	8	8
F_2121	16	16	16
F_2122	16	16	16
F_2123	16	16	16
F_2124	16	16	16
F_2125	16	16	16
F_2126	16	16	16
F_2127	8	8	8
F_2128	8	8	8
F_2129	12	12	12
F_2130	24	24	24
F_2131	6	6	6
F_2132	6	6	6
F_2133	12	12	12
F_2134	12	12	12
F_2135	16	16	48
F_2136	16	16	48
F_2137	6	6	6
F_2138	6	6	6
F_2139	12	12	12
F_2140	12	12	12
F_2141	6	6	6
F_2142	6	6	6
F_2143	12	12	12
F_2144	12	12	12
F_2145	6	6	6
F_2146	6	6	6
F_2147	6	6	6
F_2148	6	6	6
F_2149	6	6	6
F_2150	6	6	6
F_2151	6	6	6
F_2152	6	6	6
F_2153	6	6	6
F_2154	6	6	6
F_2155	6	6	6
F_2156	6	6	6
F_2157	6	6	6
F_2158	12	12	12
F_2159	6	6	6
F_2160	12	12	12
F_2161	6	6	6
F_2162	12	12	12
F_2163	6	6	6
F_2164	12	12	12
F_2165	6	6	6
F_2166	6	6	6
F_2167	12	12	12
F_2168	12	12	12
F_2169	6	6	6
F_2170	6	6	6
F_2171	12	12	12
F_2172	12	12	12
F_2173	6	6	6
F_2174	12	12	12
F_2175	6	6	6
F_2176	12	12	12
F_2177	6	6	6
F_2178	6	6	6
F_2179	12	12	12
F_2180	12	12	12
F_2181	12	12	12
F_2182	12	12	12
F_2183	6	6	6
F_2184	6	6	6
F_2185	6	6	6
F_2186	6	6	6
F_2187	6	6	6
F_2188	6	6	6
F_2189	16	16	48
F_2190	12	12	12
F_2191	12	12	12
F_2192	12	12	12
F_2193	12	12	12
F_2194	12	12	12
F_2195	12	12	12
F_2196	12	12	12
F_2197	12	12	12
F_2198	12	12	12
F_2199	12	12	12
F_2200	12	12	12
F_2201	12	12	12
F_2202	12	12	12
F_2203	12	12	12
F_2204	12	12	12
F_2205	12	12	12
F_2206	12	12	12
F_2207	12	12	12
F_2208	12	12	12
F_2209	6	6	6
F_2210	6	6	6
F_2211	6	6	6
F_2212	12	12	12
F_2213	12	12	12
F_2214	12	12	12
F_2215	6	6	6
F_2216	6	6	6
F_2217	6	6	6
F_2218	6	6	6
F_2219	6	6	6
F_2220	6	6	6
F_2221	12	12	12
F_2222	12	12	12
F_2223	12	12	12
F_2224	6	6	6
F_2225	6	6	6
F_2226	6	6	6
F_2227	12	12	12
F_2228	12	12	12
F_2229	12	12	12
F_2230	12	12	12
F_2231	12	12	12
F_2232	12	12	12
F_2233	6	6	6
F_2234	6	6	6
F_2235	6	6	6
F_2236	12	12	12
F_2237	12	12	12
F_2238	12	12	12
F_2239	5	5	5
F_2240	16	16	48
F_2241	8	8	48
F_2242	12	12	12
F_2243	6	6	6
F_2244	12	12	12
F_2245	6	6	6
F_2246	12	12	12
F_2247	6	6	6
F_2248	6	6	6
F_2249	12	12	12
F_2250	12	12	12
F_2251	6	6	6
F_2252	6	6	6
F_2253	12	12	12
F_2254	12	12	12
F_2255	6	6	6
F_2256	6	6	6
F_2257	12	12	12
F_2258	12	12	12
F_2259	6	6	6
F_2260	6	6	6
F_2261	12	12	12
F_2262	12	12	12
F_2263	6	6	6
F_2264	6	6	6
F_2265	12	12	12
F_2266	12	12	12
F_2267	6	6	6
F_2268	6	6	6
F_2269	12	12	12
F_2270	12	12	12
F_2271	6	6	6
F_2272	12	12	12
F_2273	6	6	6
F_2274	6	6	6
F_2275	12	12	12
F_2276	12	12	12
F_2277	12	12	12
F_2278	12	12	12
F_2279	12	12	12
F_2280	12	12	12
F_2281	12	12	12
F_2282	12	12	12
F_2283	12	12	12
F_2284	12	12	12
F_2285	12	12	12
F_2286	12	12	12
F_2287	12	12	12
F_2288	12	12	12
F_2289	12	12	12
F_2290	12	12	12
F_2291	12	12	12
F_2292	10	10	10
F_2293	24	24	24
F_2294	24	24	24
F_2295	16	16	48
F_2296	8	8	48
F_2297	16	16	48
F_2298	16	16	48
F_2299	16	16	48
F_2300	16	16	48
F_2301	16	16	48
F_2302	16	16	48
F_2303	16	16	48
F_2304	16	16	48
F_2305	16	16	48
F_2306	16	16	48
F_2307	16	16	48
F_2308	6	6	6
F_2309	6	6	6
F_2310	6	6	6
F_2311	6	6	6
F_2312	6	6	6
F_2313	6	6	6
F_2314	6	6	6
F_2315	6	6	6
F_2316	6	6	6
F_2317	6	6	6
F_2318	6	6	6
F_2319	6	6	6
F_2320	6	6	6
F_2321	6	6	6
F_2322	6	6	6
F_2323	6	6	6
F_2324	6	6	6
F_2325	6	6	6
F_2326	6	6	6
F_2327	6	6	6
F_2328	6	6	6
F_2329	6	6	6
F_2330	6	6	6
F_2331	6	6	6
F_2332	6	6	6
F_2333	6	6	6
F_2334	6	6	6
F_2335	6	6	6
F_2336	6	6	6
F_2337	6	6	6
F_2338	6	6	6
F_2339	6	6	6
F_2340	6	6	6
F_2341	6	6	6
F_2342	6	6	6
F_2343	6	6	6
F_2344	6	6	6
F_2345	6	6	6
F_2346	6	6	6
F_2347	6	6	6
F_2348	6	6	6
F_2349	6	6	6
F_2350	6	6	6
F_2351	6	6	6
F_2352	6	6	6
F_2353	6	6	6
F_2354	6	6	6
F_2355	6	6	6
F_2356	6	6	6
F_2357	6	6	6
F_2358	6	6	6
F_2359	6	6	6
F_2360	6	6	6
F_2361	6	6	6
F_2362	6	6	6
F_2363	6	6	6
F_2364	6	6	6
F_2365	6	6	6
F_2366	6	6	6
F_2367	6	6	6
F_2368	5	5	5
F_2369	5	5	5
F_2370	5	5	5
F_2371	5	5	5
F_2372	12	12	12
F_2373	12	12	12
F_2374	12	12	12
F_2375	24	24	24
F_2376	24	24	24
F_2377	12	12	12
F_2378	12	12	12
F_2379	12	12	12
F_2380	24	24	24
F_2381	24	24	24
F_2382	24	24	24
F_2383	24	24	24
F_2384	12	12	12
F_2385	12	12	12
F_2386	12	12	12
F_2387	12	12	12
F_2388	6	6	6
F_2389	12	12	12
F_2390	6	6	6
F_2391	12	12	12
F_2392	6	6	6
F_2393	12	12	12
F_2394	6	6	6
F_2395	12	12	12
F_2396	6	6	6
F_2397	6	6	6
F_2398	12	12	12
F_2399	12	12	12
F_2400	6	6	6
F_2401	6	6	6
F_2402	12	12	12
F_2403	12	12	12
F_2404	6	6	6
F_2405	12	12	12
F_2406	6	6	6
F_2407	12	12	12
F_2408	6	6	6
F_2409	6	6	6
F_2410	12	12	12
F_2411	12	12	12
F_2412	12	12	12
F_2413	12	12	12
F_2414	6	6	6
F_2415	6	6	6
F_2416	6	6	6
F_2417	6	6	6
F_2418	6	6	6
F_2419	6	6	6
F_2420	12	12	12
F_2421	12	12	12
F_2422	12	12	12
F_2423	12	12	12
F_2424	12	12	12
F_2425	12	12	12
F_2426	12	12	12
F_2427	12	12	12
F_2428	12	12	12
F_2429	12	12	12
F_2430	12	12	12
F_2431	12	12	12
F_2432	12	12	12
F_2433	12	12	12
F_2434	12	12	12
F_2435	12	12	12
F_2436	12	12	12
F_2437	12	12	12
F_2438	12	12	12
F_2439	12	12	12
F_2440	12	12	12
F_2441	12	12	12
F_2442	12	12	12
F_2443	12	12	12
F_2444	12	12	12
F_2445	12	12	12
F_2446	5	5	5
F_2447	10	10	10
F_2448	5	5	5
F_2449	10	10	10
F_2450	5	5	5
F_2451	10	10	10
F_2452	5	5	5
F_2453	10	10	10
F_2454	10	10	10
F_2455	5	5	5
F_2456	5	5	5
F_2457	5	5	5
F_2458	5	5	5
F_2459	5	5	5
F_2460	5	5	5
F_2461	16	16	48
F_2462	16	16	48
F_2463	16	16	48
F_2464	16	16	48
F_2465	8	8	8
F_2466	8	8	8
F_2467	8	8	8
F_2468	16	16	16
F_2469	8	8	8
F_2470	8	8	8
F_2471	8	8	8
F_2472	16	16	16
F_2473	8	8	8
F_2474	16	16	16
F_2475	8	8	8
F_2476	8	8	8
F_2477	8	8	8
F_2478	8	8	8
F_2479	8	8	8
F_2480	4	4	4
F_2481	8	8	8
F_2482	4	4	4
F_2483	8	8	8
F_2484	16	16	16
F_2485	8	8	8
F_2486	8	8	8
F_2487	8	8	8
F_2488	4	4	4
F_2489	8	8	8
F_2490	8	8	8
F_2491	8	8	8
F_2492	8	8	8
F_2493	8	8	8
F_2494	8	8	8
F_2495	16	16	16
F_2496	16	16	16
F_2497	8	8	8
F_2498	8	8	8
F_2499	8	8	8
F_2500	8	8	8
F_2501	8	8	8
F_2502	8	8	8
F_2503	8	8	8
F_2504	16	16	16
F_2505	8	8	8
F_2506	8	8	8
F_2507	8	8	8
F_2508	8	8	8
F_2509	8	8	8
F_2510	16	16	16
F_2511	16	16	16
F_2512	8	8	8
F_2513	8	8	8
F_2514	4	4	4
F_2515	8	8	8
F_2516	4	4	4
F_2517	4	4	4
F_2518	8	8	8
F_2519	8	8	8
F_2520	8	8	8
F_2521	8	8	8
F_2522	8	8	8
F_2523	8	8	8
F_2524	8	8	8
F_2525	8	8	8
F_2526	8	8	8
F_2527	8	8	8
F_2528	8	8	8
F_2529	8	8	8
F_2530	8	8	8
F_2531	8	8	8
F_2532	8	8	8
F_2533	8	8	8
F_2534	8	8	8
F_2535	8	8	8
F_2536	8	8	8
F_2537	8	8	8
F_2538	8	8	8
F_2539	4	4	4
F_2540	4	4	4
F_2541	8	8	8
F_2542	4	4	4
F_2543	4	4	4
F_2544	8	8	8
F_2545	8	8	8
F_2546	8	8	8
F_2547	8	8	8
F_2548	8	8	8
F_2549	8	8	8
F_2550	8	8	8
F_2551	8	8	8
F_2552	8	8	8
F_2553	8	8	8
F_2554	8	8	8
F_2555	8	8	8
F_2556	8	8	8
F_2557	8	8	8
F_2558	8	8	8
F_2559	8	8	8
F_2560	8	8	8
F_2561	8	8	8
F_2562	8	8	8
F_2563	8	8	8
F_2564	8	8	8
F_2565	4	4	4
F_2566	4	4	4
F_2567	4	4	4
F_2568	4	4	4
F_2569	8	8	8
F_2570	8	8	8
F_2571	8	8	8
F_2572	8	8	8
F_2573	8	8	8
F_2574	8	8	8
F_2575	8	8	8
F_2576	8	8	8
F_2577	16	16	48
F_2578	16	16	48
F_2579	16	16	48
F_2580	16	16	48
F_2581	8	8	8
F_2582	8	8	8
F_2583	8	8	8
F_2584	16	16	16
F_2585	16	16	48
F_2586	16	16	16
F_2587	8	8	8
F_2588	8	8	8
F_2589	8	8	8
F_2590	8	8	8
F_2591	8	8	8
F_2592	8	8	8
F_2593	8	8	8
F_2594	8	8	8
F_2595	8	8	8
F_2596	16	16	16
F_2597	2	2	2
F_2598	8	8	8
F_2599	4	4	4
F_2600	8	8	8
F_2601	4	4	4
F_2602	8	8	8
F_2603	4	4	4
F_2604	8	8	8
F_2605	8	8	8
F_2606	4	4	4
F_2607	8	8	8
F_2608	8	8	8
F_2609	4	4	4
F_2610	4	4	4
F_2611	8	8	8
F_2612	4	4	4
F_2613	8	8	8
F_2614	4	4	4
F_2615	8	8	8
F_2616	8	8	8
F_2617	8	8	8
F_2618	8	8	8
F_2619	16	16	16
F_2620	8	8	8
F_2621	8	8	8
F_2622	8	8	8
F_2623	8	8	8
F_2624	16	16	48
F_2625	8	8	48
F_2626	8	8	48
F_2627	16	16	48
F_2628	8	8	8
F_2629	4	4	8
F_2630	8	8	8
F_2631	8	8	8
F_2632	8	8	8
F_2633	8	8	8
F_2634	8	8	8
F_2635	16	16	16
F_2636	16	16	16
F_2637	8	8	8
F_2638	4	4	4
F_2639	16	16	48
F_2640	8	8	8
F_2641	8	8	8
F_2642	4	4	4
F_2643	8	8	8
F_2644	8	8	8
F_2645	8	8	8
F_2646	8	8	8
F_2647	4	4	4
F_2648	4	4	4
F_2649	8	8	8
F_2650	8	8	8
F_2651	16	16	48
F_2652	16	16	48
F_2653	8	8	8
F_2654	8	8	8
F_2655	8	8	8
F_2656	8	8	8
F_2657	16	16	16
F_2658	16	16	16
F_2659	4	4	4
F_2660	12	12	12
F_2661	8	8	8
F_2662	4	4	4
F_2663	12	12	12
F_2664	8	8	8
F_2665	8	8	8
F_2666	8	8	8
F_2667	8	8	8
F_2668	8	8	8
F_2669	8	8	8
F_2670	8	8	8
F_2671	8	8	8
F_2672	8	8	8
F_2673	4	4	4
F_2674	4	4	4
F_2675	8	8	8
F_2676	8	8	8
F_2677	8	8	8
F_2678	4	4	4
F_2679	8	8	8
F_2680	4	4	4
F_2681	4	4	4
F_2682	8	8	8
F_2683	8	8	8
F_2684	8	8	8
F_2685	8	8	8
F_2686	8	8	8
F_2687	8	8	8
F_2688	8	8	8
F_2689	16	16	16
F_2690	16	16	16
F_2691	16	16	16
F_2692	16	16	16
F_2693	16	16	16
F_2694	16	16	48
F_2695	16	16	48
F_2696	16	16	16
F_2697	16	16	16
F_2698	16	16	48
F_2699	8	8	8
F_2700	8	8	8
F_2701	8	8	8
F_2702	8	8	8
F_2703	8	8	8
F_2704	8	8	8
F_2705	8	8	8
F_2706	8	8	8
F_2707	16	16	16
F_2708	16	16	48
F_2709	16	16	16
F_2710	8	8	8
F_2711	8	8	8
F_2712	8	8	8
F_2713	8	8	8
F_2714	16	16	48
F_2715	8	8	8
F_2716	8	8	8
F_2717	4	4	4
F_2718	12	12	12
F_2719	8	8	8
F_2720	8	8	8
F_2721	4	4	4
F_2722	8	8	8
F_2723	8	8	8
F_2724	8	8	8
F_2725	8	8	8
F_2726	16	16	16
F_2727	16	16	48
F_2728	16	16	16
F_2729	16	16	16
F_2730	8	8	8
F_2731	8	8	8
F_2732	8	8	8
F_2733	8	8	8
F_2734	8	8	8
F_2735	8	8	8
F_2736	8	8	8
F_2737	8	8	8
F_2738	16	16	16
F_2739	8	8	8
F_2740	16	16	16
F_2741	16	16	16
F_2742	16	16	16
F_2743	16	16	16
F_2744	8	8	8
F_2745	16	16	16
F_2746	16	16	16
F_2747	16	16	16
F_2748	16	16	16
F_2749	8	8	8
F_2750	16	16	16
F_2751	8	8	8
F_2752	16	16	48
F_2753	16	16	48
F_2754	16	16	48
F_2755	16	16	48
F_2756	8	8	8
F_2757	8	8	8
F_2758	8	8	8
F_2759	8	8	8
F_2760	4	4	4
F_2761	8	8	8
F_2762	4	4	4
F_2763	12	12	12
F_2764	12	12	12
F_2765	16	16	16
F_2766	16	16	16
F_2767	8	8	8
F_2768	8	8	8
F_2769	4	4	4
F_2770	16	16	16
F_2771	16	16	16
F_2772	16	16	16
F_2773	16	16	16
F_2774	8	8	8
F_2775	8	8	8
F_2776	8	8	8
F_2777	16	16	16
F_2778	16	16	16
F_2779	8	8	8
F_2780	8	8	8
F_2781	16	16	16
F_2782	8	8	8
F_2783	16	16	48
F_2784	16	16	48
F_2785	16	16	48
F_2786	16	16	48
F_2787	8	8	8
F_2788	8	8	8
F_2789	8	8	8
F_2790	8	8	8
F_2791	8	8	8
F_2792	8	8	8
F_2793	16	16	16
F_2794	8	8	8
F_2795	16	16	16
F_2796	16	16	16
F_2797	16	16	16
F_2798	16	16	16
F_2799	8	8	8
F_2800	16	16	16
F_2801	16	16	16
F_2802	16	16	16
F_2803	16	16	16
F_2804	8	8	8
F_2805	8	8	8
F_2806	4	4	4
F_2807	16	16	16
F_2808	16	16	16
F_2809	8	8	8
F_2810	8	8	8
F_2811	16	16	16
F_2812	16	16	16
F_2813	16	16	16
F_2814	16	16	16
F_2815	8	8	8
F_2816	8	8	8
F_2817	16	16	16
F_2818	16	16	16
F_2819	4	4	4
F_2820	8	8	8
F_2821	16	16	16
F_2822	16	16	16
F_2823	16	16	16
F_2824	16	16	16
F_2825	8	8	8
F_2826	8	8	8
F_2827	8	8	8
F_2828	4	4	4
F_2829	8	8	8
F_2830	4	4	4
F_2831	16	16	16
F_2832	16	16	16
F_2833	16	16	16
F_2834	8	8	8
F_2835	8	8	8
F_2836	16	16	48
F_2837	16	16	48
F_2838	8	8	8
F_2839	4	4	4
F_2840	8	8	8
F_2841	4	4	4
F_2842	8	8	8
F_2843	8	8	8
F_2844	8	8	8
F_2845	8	8	8
F_2846	4	4	4
F_2847	8	8	8
F_2848	8	8	8
F_2849	8	8	8
F_2850	8	8	8
F_2851	4	4	4
F_2852	8	8	8
F_2853	4	4	4
F_2854	8	8	8
F_2855	4	4	4
F_2856	8	8	8
F_2857	8	8	8
F_2858	8	8	8
F_2859	8	8	8
F_2860	16	16	16
F_2861	16	16	16
F_2862	8	8	8
F_2863	8	8	8
F_2864	16	16	16
F_2865	16	16	16
F_2866	16	16	16
F_2867	8	8	8
F_2868	16	16	16
F_2869	8	8	8
F_2870	8	8	8
F_2871	16	16	16
F_2872	16	16	16
F_2873	8	8	8
F_2874	16	16	16
F_2875	8	8	8
F_2876	8	8	8
F_2877	16	16	16
F_2878	8	8	8
F_2879	16	16	16
F_2880	16	16	16
F_2881	8	8	8
F_2882	16	16	16
F_2883	8	8	8
F_2884	16	16	16
F_2885	16	16	16
F_2886	8	8	8
F_2887	8	8	8
F_2888	8	8	8
F_2889	16	16	16
F_2890	16	16	16
F_2891	8	8	8
F_2892	16	16	16
F_2893	8	8	8
F_2894	8	8	8
F_2895	16	16	16
F_2896	8	8	8
F_2897	16	16	16
F_2898	16	16	16
F_2899	8	8	8
F_2900	16	16	16
F_2901	8	8	8
F_2902	16	16	16
F_2903	16	16	16
F_2904	8	8	8
F_2905	8	8	8
F_2906	16	16	16
F_2907	16	16	16
F_2908	8	8	8
F_2909	8	8	8
F_2910	16	16	16
F_2911	16	16	16
F_2912	8	8	8
F_2913	8	8	8
F_2914	16	16	16
F_2915	8	8	8
F_2916	16	16	16
F_2917	8	8	8
F_2918	8	8	8
F_2919	16	16	16
F_2920	16	16	16
F_2921	8	8	8
F_2922	8	8	8
F_2923	16	16	16
F_2924	8	8	8
F_2925	16	16	16
F_2926	8	8	8
F_2927	8	8	8
F_2928	8	8	8
F_2929	16	16	16
F_2930	16	16	16
F_2931	8	8	8
F_2932	16	16	48
F_2933	16	16	48
F_2934	16	16	48
F_2935	16	16	48
F_2936	16	16	48
F_2937	16	16	48
F_2938	16	16	48
F_2939	16	16	48
F_2940	18	18	18
F_2941	9	9	9
F_2942	9	9	9
F_2943	9	9	9
F_2944	9	9	9
F_2945	9	9	9
F_2946	24	24	72
F_2947	3	3	3
F_2948	9	9	9
F_2949	3	3	3
F_2950	9	9	9
F_2951	9	9	9
F_2952	9	9	9
F_2953	9	9	9
F_2954	9	9	9
F_2955	9	9	9
F_2956	9	9	9
F_2957	9	9	9
F_2958	9	9	9
F_2959	9	9	9
F_2960	9	9	9
F_2961	9	9	9
F_2962	9	9	9
F_2963	9	9	9
F_2964	9	9	9
F_2965	9	9	9
F_2966	9	9	9
F_2967	9	9	9
F_2968	9	9	9
F_2969	9	9	9
F_2970	9	9	9
F_2971	9	9	9
F_2972	12	12	12
F_2973	8	8	8
F_2974	8	8	8
F_2975	8	8	8
F_2976	8	8	8
F_2977	8	8	8
F_2978	8	8	8
F_2979	8	8	8
F_2980	8	8	8
F_2981	8	8	8
F_2982	8	8	8
F_2983	6	6	6
F_2984	24	24	24
F_2985	8	8	8
F_2986	16	16	16
F_2987	16	16	16
F_2988	8	8	8
F_2989	8	8	8
F_2990	8	8	8
F_2991	8	8	8
F_2992	16	16	16
F_2993	16	16	16
F_2994	8	8	8
F_2995	6	6	6
F_2996	24	24	24
F_2997	24	24	24
F_2998	12	12	12
F_2999	12	12	12
F_3000	18	18	18
F_3001	16	16	48
F_3002	8	8	48
F_3003	16	16	48
F_3004	8	8	48
F_3005	16	16	48
F_3006	16	16	48
F_3007	24	24	72
F_3008	24	24	144
F_3009	24	24	72
F_3010	24	24	72
F_3011	24	24	72
F_3012	24	24	72
F_3013	8	8	8
F_3014	8	8	8
F_3015	8	8	8
F_3016	16	16	16
F_3017	16	16	16
F_3018	4	4	4
F_3019	8	8	8
F_3020	4	4	4
F_3021	8	8	8
F_3022	8	8	8
F_3023	8	8	8
F_3024	16	16	16
F_3025	16	16	16
F_3026	8	8	8
F_3027	12	12	12
F_3028	4	4	4
F_3029	12	12	12
F_3030	8	8	8
F_3031	8	8	8
F_3032	4	4	4
F_3033	4	4	4
F_3034	8	8	8
F_3035	8	8	8
F_3036	16	16	16
F_3037	16	16	16
F_3038	16	16	16
F_3039	16	16	16
F_3040	16	16	16
F_3041	16	16	48
F_3042	16	16	48
F_3043	16	16	16
F_3044	16	16	16
F_3045	16	16	48
F_3046	8	8	8
F_3047	8	8	8
F_3048	8	8	8
F_3049	8	8	8
F_3050	8	8	8
F_3051	8	8	8
F_3052	8	8	8
F_3053	8	8	8
F_3054	16	16	16
F_3055	16	16	48
F_3056	16	16	16
F_3057	8	8	8
F_3058	8	8	8
F_3059	8	8	8
F_3060	8	8	8
F_3061	16	16	16
F_3062	8	8	8
F_3063	8	8	8
F_3064	16	16	16
F_3065	16	16	16
F_3066	8	8	8
F_3067	8	8	8
F_3068	16	16	16
F_3069	2	2	2
F_3070	8	8	8
F_3071	4	4	4
F_3072	8	8	8
F_3073	12	12	12
F_3074	6	6	6
F_3075	10	10	10
F_3076	8	8	8
F_3077	6	6	6
F_3078	24	24	24
F_3079	8	8	8
F_3080	16	16	16
F_3081	8	8	8
F_3082	24	24	24
F_3083	8	8	8
F_3084	8	8	8
F_3085	8	8	8
F_3086	8	8	8
F_3087	16	16	16
F_3088	4	4	4
F_3089	8	8	8
F_3090	8	8	8
F_3091	4	4	4
F_3092	24	24	24
F_3093	12	12	12
F_3094	12	12	12
F_3095	16	16	48
F_3096	8	8	48
F_3097	8	8	48
F_3098	16	16	48
F_3099	24	24	144
F_3100	8	8	8
F_3101	4	4	8
F_3102	8	8	8
F_3103	12	12	24
F_3104	8	8	8
F_3105	8	8	8
F_3106	8	8	8
F_3107	8	8	8
F_3108	8	8	8
F_3109	8	8	8
F_3110	8	8	8
F_3111	8	8	8
F_3112	8	8	8
F_3113	16	16	16
F_3114	8	8	8
F_3115	16	16	16
F_3116	8	8	8
F_3117	16	16	16
F_3118	8	8	8
F_3119	16	16	16
F_3120	8	8	8
F_3121	16	16	16
F_3122	4	4	4
F_3123	16	16	16
F_3124	8	8	8
F_3125	8	8	8
F_3126	16	16	16
F_3127	16	16	16
F_3128	16	16	16
F_3129	4	4	4
F_3130	16	16	16
F_3131	8	8	8
F_3132	8	8	8
F_3133	16	16	16
F_3134	8	8	8
F_3135	16	16	16
F_3136	16	16	16
F_3137	8	8	8
F_3138	16	16	16
F_3139	8	8	8
F_3140	8	8	8
F_3141	8	8	8
F_3142	16	16	16
F_3143	16	16	16
F_3144	8	8	8
F_3145	8	8	8
F_3146	16	16	16
F_3147	16	16	16
F_3148	16	16	16
F_3149	8	8	8
F_3150	16	16	16
F_3151	8	8	8
F_3152	16	16	16
F_3153	8	8	8
F_3154	8	8	8
F_3155	16	16	16
F_3156	16	16	16
F_3157	8	8	8
F_3158	8	8	8
F_3159	8	8	8
F_3160	4	4	4
F_3161	8	8	8
F_3162	12	12	12
F_3163	24	24	24
F_3164	8	8	8
F_3165	8	8	8
F_3166	8	8	8
F_3167	4	4	4
F_3168	24	24	24
F_3169	12	12	12
F_3170	8	8	8
F_3171	8	8	8
F_3172	24	24	24
F_3173	4	4	4
F_3174	8	8	8
F_3175	12	12	12
F_3176	8	8	8
F_3177	8	8	8
F_3178	8	8	8
F_3179	8	8	8
F_3180	8	8	8
F_3181	8	8	8
F_3182	8	8	8
F_3183	8	8	8
F_3184	4	4	4
F_3185	8	8	8
F_3186	8	8	8
F_3187	8	8	8
F_3188	8	8	8
F_3189	4	4	4
F_3190	8	8	8
F_3191	8	8	8
F_3192	4	4	4
F_3193	8	8	8
F_3194	16	16	16
F_3195	16	16	16
F_3196	8	8	8
F_3197	8	8	8
F_3198	16	16	16
F_3199	16	16	16
F_3200	8	8	8
F_3201	8	8	8
F_3202	16	16	16
F_3203	8	8	8
F_3204	16	16	16
F_3205	8	8	8
F_3206	18	18	18
F_3207	18	18	18
F_3208	18	18	18
F_3209	6	6	6
F_3210	6	6	6
F_3211	24	24	24
F_3212	6	6	6
F_3213	24	24	24
F_3214	24	24	24
F_3215	24	24	24
F_3216	24	24	24
F_3217	24	24	24
F_3218	6	6	6
F_3219	9	9	9
F_3220	9	9	9
F_3221	9	9	9
F_3222	9	9	9
F_3223	9	9	9
F_3224	9	9	9
F_3225	3	3	3
F_3226	9	9	9
F_3227	12	12	12
F_3228	9	9	9
F_3229	9	9	9
F_3230	3	3	3
F_3231	12	12	12
F_3232	9	9	9
F_3233	9	9	9
F_3234	9	9	9
F_3235	9	9	9
F_3236	24	24	24
F_3237	24	24	24
F_3238	12	12	12
F_3239	9	9	9
F_3240	9	9	9
F_3241	9	9	9
F_3242	9	9	9
F_3243	9	9	9
F_3244	3	3	3
F_3245	24	24	24
F_3246	24	24	24
F_3247	12	12	12
F_3248	24	24	24
F_3249	12	12	12
F_3250	24	24	24
F_3251	12	12	12
